label,threshold,f1
toxic,0.05,0.7415232577951951
toxic,0.075,0.7556877843892195
toxic,0.1,0.766678558687121
toxic,0.125,0.7748236570808464
toxic,0.15,0.7801936780559109
toxic,0.175,0.7872183228666421
toxic,0.2,0.791643350121246
toxic,0.225,0.7946596464836405
toxic,0.25,0.7982572456904716
toxic,0.275,0.8007611798287345
toxic,0.3,0.80413555427915
toxic,0.325,0.8057054741711642
toxic,0.35,0.8081395348837209
toxic,0.375,0.8109791707222114
toxic,0.4,0.8128300410717778
toxic,0.425,0.8150186750540593
toxic,0.45,0.8167456556082149
toxic,0.475,0.8176949018051973
toxic,0.5,0.8175850407797891
toxic,0.525,0.8190361927614477
toxic,0.55,0.8210484032938341
toxic,0.575,0.8221997981836529
toxic,0.6,0.8208350222942845
toxic,0.625,0.8223081620191329
toxic,0.65,0.8235775685632419
toxic,0.675,0.8233600658030023
toxic,0.7,0.8249172185430463
toxic,0.725,0.8266832917705735
toxic,0.75,0.8289418653283145
toxic,0.775,0.8306332842415317
toxic,0.8,0.8333686216387889
toxic,0.825,0.8349680170575693
toxic,0.85,0.8351601117558565
toxic,0.875,0.8338028169014085
toxic,0.9,0.8343935073481027
toxic,0.925,0.8337402885682574
toxic,0.95,0.8313582497721057
severe_toxic,0.05,0.34227701232777374
severe_toxic,0.075,0.35968992248062015
severe_toxic,0.1,0.3753046303818034
severe_toxic,0.125,0.38978723404255317
severe_toxic,0.15,0.398595258999122
severe_toxic,0.175,0.40794223826714804
severe_toxic,0.2,0.41582336706531736
severe_toxic,0.225,0.41869158878504675
severe_toxic,0.25,0.42344045368620037
severe_toxic,0.275,0.4272030651340996
severe_toxic,0.3,0.4321705426356589
severe_toxic,0.325,0.4374384236453202
severe_toxic,0.35,0.44176706827309237
severe_toxic,0.375,0.44308943089430897
severe_toxic,0.4,0.44742268041237115
severe_toxic,0.425,0.45141065830721006
severe_toxic,0.45,0.45387062566277836
severe_toxic,0.475,0.4597207303974221
severe_toxic,0.5,0.4649122807017544
severe_toxic,0.525,0.47150837988826816
severe_toxic,0.55,0.4745762711864407
severe_toxic,0.575,0.48109965635738833
severe_toxic,0.6,0.48604651162790696
severe_toxic,0.625,0.4875148632580262
severe_toxic,0.65,0.4939759036144578
severe_toxic,0.675,0.4945188794153471
severe_toxic,0.7,0.49440993788819876
severe_toxic,0.725,0.4968474148802018
severe_toxic,0.75,0.4987146529562982
severe_toxic,0.775,0.5085638998682477
severe_toxic,0.8,0.5074224021592443
severe_toxic,0.825,0.507628294036061
severe_toxic,0.85,0.5137085137085137
severe_toxic,0.875,0.5247376311844077
severe_toxic,0.9,0.5258215962441315
severe_toxic,0.925,0.5293132328308208
severe_toxic,0.95,0.5242369838420108
obscene,0.05,0.7010250569476082
obscene,0.075,0.7187591454492245
obscene,0.1,0.729818290140006
obscene,0.125,0.7372549019607844
obscene,0.15,0.7435193656602622
obscene,0.175,0.7508490274776165
obscene,0.2,0.7540372670807454
obscene,0.225,0.7623233908948195
obscene,0.25,0.7636823789939893
obscene,0.275,0.7670273711012094
obscene,0.3,0.7700192184497118
obscene,0.325,0.7725072604065828
obscene,0.35,0.7749675745784695
obscene,0.375,0.7779589175089664
obscene,0.4,0.7789404839764552
obscene,0.425,0.7835526315789474
obscene,0.45,0.786353097052004
obscene,0.475,0.7909303101033678
obscene,0.5,0.7958361316319678
obscene,0.525,0.7971698113207547
obscene,0.55,0.8010862186014935
obscene,0.575,0.8042291950886766
obscene,0.6,0.8069934864586904
obscene,0.625,0.8104936140835347
obscene,0.65,0.8124783362218371
obscene,0.675,0.8146596858638744
obscene,0.7,0.8172571027709575
obscene,0.725,0.8198801550934085
obscene,0.75,0.8208215297450425
obscene,0.775,0.8231945926716471
obscene,0.8,0.8258527827648114
obscene,0.825,0.8277356446370531
obscene,0.85,0.8311499272197962
obscene,0.875,0.8358428204186559
obscene,0.9,0.8406552494415488
obscene,0.925,0.8420655861289107
obscene,0.95,0.8428405122235157
threat,0.05,0.40625
threat,0.075,0.47232472324723246
threat,0.1,0.5316455696202531
threat,0.125,0.5535714285714286
threat,0.15,0.5633802816901409
threat,0.175,0.5728155339805825
threat,0.2,0.58
threat,0.225,0.5948717948717949
threat,0.25,0.6105263157894737
threat,0.275,0.6236559139784946
threat,0.3,0.6263736263736264
threat,0.325,0.6368715083798883
threat,0.35,0.6368715083798883
threat,0.375,0.632768361581921
threat,0.4,0.632768361581921
threat,0.425,0.6285714285714286
threat,0.45,0.6162790697674418
threat,0.475,0.6162790697674418
threat,0.5,0.6198830409356725
threat,0.525,0.6235294117647059
threat,0.55,0.6235294117647059
threat,0.575,0.6309523809523809
threat,0.6,0.6309523809523809
threat,0.625,0.6227544910179641
threat,0.65,0.6265060240963856
threat,0.675,0.6303030303030303
