label,threshold,f1
toxic,0.05,0.7912539712203327
toxic,0.075,0.804159445407279
toxic,0.1,0.8147273085253003
toxic,0.125,0.8171530673019655
toxic,0.15,0.8208925355213128
toxic,0.175,0.823103240088549
toxic,0.2,0.8244583923871229
toxic,0.225,0.8260869565217391
toxic,0.25,0.8271227855833843
toxic,0.275,0.8278537880334899
toxic,0.3,0.8277698136391562
toxic,0.325,0.8288177339901478
toxic,0.35,0.8295290972650627
toxic,0.375,0.829861827180862
toxic,0.4,0.8302354399008675
toxic,0.425,0.831023784901758
toxic,0.45,0.8308138330917374
toxic,0.475,0.8301886792452831
toxic,0.5,0.8301182327317984
toxic,0.525,0.8307692307692308
toxic,0.55,0.8309741881765196
toxic,0.575,0.8306922435362802
toxic,0.6,0.831141724065957
toxic,0.625,0.8313479623824451
toxic,0.65,0.8319028679087294
toxic,0.675,0.8310980720871752
toxic,0.7,0.8308854385228703
toxic,0.725,0.8307045215562566
toxic,0.75,0.8310867733782645
toxic,0.775,0.8302761965001054
toxic,0.8,0.8307627297697021
toxic,0.825,0.8304044039805208
toxic,0.85,0.8315275122158488
toxic,0.875,0.8325869055235658
toxic,0.9,0.8315857051144875
toxic,0.925,0.8323974082073434
toxic,0.95,0.8334424798079022
severe_toxic,0.05,0.388366124893071
severe_toxic,0.075,0.41908325537885877
severe_toxic,0.1,0.4362549800796813
severe_toxic,0.125,0.450261780104712
severe_toxic,0.15,0.4557235421166307
severe_toxic,0.175,0.4593088071348941
severe_toxic,0.2,0.4689655172413793
severe_toxic,0.225,0.475177304964539
severe_toxic,0.25,0.4825090470446321
severe_toxic,0.275,0.4900990099009901
severe_toxic,0.3,0.49747474747474746
severe_toxic,0.325,0.5
severe_toxic,0.35,0.5059602649006623
severe_toxic,0.375,0.5059920106524634
severe_toxic,0.4,0.5135135135135135
severe_toxic,0.425,0.512396694214876
severe_toxic,0.45,0.5132496513249651
severe_toxic,0.475,0.5149359886201992
severe_toxic,0.5,0.5187319884726225
severe_toxic,0.525,0.5189504373177842
severe_toxic,0.55,0.51698670605613
severe_toxic,0.575,0.5149700598802395
severe_toxic,0.6,0.517503805175038
severe_toxic,0.625,0.5255023183925811
severe_toxic,0.65,0.5283018867924528
severe_toxic,0.675,0.5231259968102073
severe_toxic,0.7,0.5258064516129032
severe_toxic,0.725,0.5228758169934641
severe_toxic,0.75,0.5223140495867769
severe_toxic,0.775,0.5192629815745393
severe_toxic,0.8,0.5254237288135594
severe_toxic,0.825,0.5301204819277109
severe_toxic,0.85,0.5321739130434783
severe_toxic,0.875,0.5383244206773619
severe_toxic,0.9,0.5457875457875457
severe_toxic,0.925,0.5403377110694184
severe_toxic,0.95,0.5447470817120622
obscene,0.05,0.7613104524180967
obscene,0.075,0.7739463601532567
obscene,0.1,0.7830310880829016
obscene,0.125,0.7874222076645923
obscene,0.15,0.7922035018169805
obscene,0.175,0.7958776595744681
obscene,0.2,0.7985274431057564
obscene,0.225,0.8026981450252951
obscene,0.25,0.8055649813369529
obscene,0.275,0.8081911262798634
obscene,0.3,0.8097360301679808
obscene,0.325,0.811424638678596
obscene,0.35,0.8157894736842105
obscene,0.375,0.8197633959638135
obscene,0.4,0.8214783821478382
obscene,0.425,0.823076923076923
obscene,0.45,0.8260105448154658
obscene,0.475,0.8263473053892215
obscene,0.5,0.8261946902654868
obscene,0.525,0.8274147727272727
obscene,0.55,0.8283475783475783
obscene,0.575,0.8289896465548019
obscene,0.6,0.8288482238966631
obscene,0.625,0.8288808664259928
obscene,0.65,0.8311594202898551
obscene,0.675,0.831697564521992
obscene,0.7,0.8324205914567361
obscene,0.725,0.8341266935188576
obscene,0.75,0.8366445916114791
obscene,0.775,0.8362962962962963
obscene,0.8,0.837486054295277
obscene,0.825,0.8366355140186916
obscene,0.85,0.8363363363363363
obscene,0.875,0.8382464096749811
obscene,0.9,0.8408225437928408
obscene,0.925,0.840813195243575
obscene,0.95,0.8422282820412933
threat,0.05,0.43448275862068964
threat,0.075,0.47876447876447875
threat,0.1,0.5145228215767634
threat,0.125,0.5367965367965368
threat,0.15,0.5535714285714286
threat,0.175,0.5767441860465117
threat,0.2,0.5781990521327014
threat,0.225,0.583732057416268
threat,0.25,0.5893719806763285
threat,0.275,0.5922330097087378
threat,0.3,0.5951219512195122
threat,0.325,0.6009852216748769
threat,0.35,0.6009852216748769
threat,0.375,0.6069651741293532
threat,0.4,0.6130653266331658
threat,0.425,0.6161616161616161
threat,0.45,0.6224489795918368
threat,0.475,0.6224489795918368
threat,0.5,0.6256410256410256
threat,0.525,0.6288659793814433
threat,0.55,0.6288659793814433
threat,0.575,0.6354166666666666
threat,0.6,0.6354166666666666
threat,0.625,0.6421052631578947
threat,0.65,0.6455026455026455
threat,0.675,0.6455026455026455
threat,0.7,0.6310160427807486
threat,0.725,0.6413043478260869
threat,0.75,0.6338797814207651
threat,0.775,0.6263736263736264
threat,0.8,0.6263736263736264
threat,0.825,0.6222222222222222
threat,0.85,0.6214689265536724
threat,0.875,0.6214689265536724
threat,0.9,0.6171428571428571
threat,0.925,0.611764705882353
threat,0.95,0.6181818181818182
insult,0.05,0.6666666666666666
insult,0.075,0.6921879863056334
insult,0.1,0.7074829931972789
insult,0.125,0.715627095908786
insult,0.15,0.7204081632653061
insult,0.175,0.7225094794898311
insult,0.2,0.7286012526096033
insult,0.225,0.7323055360896986
insult,0.25,0.7359887204793796
insult,0.275,0.7368794326241135
insult,0.3,0.7395498392282959
insult,0.325,0.7394113424264178
insult,0.35,0.7415406767458603
insult,0.375,0.7429602888086643
insult,0.4,0.7424846070264397
insult,0.425,0.7426497277676951
insult,0.45,0.7425454545454545
insult,0.475,0.7423357664233576
insult,0.5,0.7427735089645079
insult,0.525,0.743947175348496
insult,0.55,0.7444771723122239
insult,0.575,0.7454612819562801
insult,0.6,0.7462797619047619
insult,0.625,0.7491588785046729
insult,0.65,0.750561797752809
insult,0.675,0.7510326699211416
insult,0.7,0.7514103046257992
insult,0.725,0.7503770739064857
insult,0.75,0.7521755580779418
insult,0.775,0.7543726235741445
insult,0.8,0.7554368561617704
insult,0.825,0.7553680981595092
insult,0.85,0.7554012345679012
insult,0.875,0.7551576488906189
insult,0.9,0.7597325992921746
insult,0.925,0.7609561752988048
insult,0.95,0.7604717364782432
identity_hate,0.05,0.41797752808988764
identity_hate,0.075,0.4577373211963589
identity_hate,0.1,0.48364153627311524
identity_hate,0.125,0.5060606060606061
identity_hate,0.15,0.5158227848101266
identity_hate,0.175,0.5235772357723577
identity_hate,0.2,0.5302013422818792
identity_hate,0.225,0.5395189003436426
identity_hate,0.25,0.5422535211267606
identity_hate,0.275,0.5467625899280576
identity_hate,0.3,0.5490909090909091
identity_hate,0.325,0.5508317929759704
identity_hate,0.35,0.5539033457249071
identity_hate,0.375,0.5570093457943925
identity_hate,0.4,0.5578747628083491
identity_hate,0.425,0.558766859344894
identity_hate,0.45,0.5553398058252427
identity_hate,0.475,0.5518590998043053
identity_hate,0.5,0.5515873015873016
identity_hate,0.525,0.5487077534791253
identity_hate,0.55,0.552
identity_hate,0.575,0.5546558704453441
identity_hate,0.6,0.5539714867617108
identity_hate,0.625,0.5537190082644629
identity_hate,0.65,0.5594989561586639
identity_hate,0.675,0.5623678646934461
identity_hate,0.7,0.5555555555555556
identity_hate,0.725,0.5603448275862069
identity_hate,0.75,0.5652173913043478
identity_hate,0.775,0.567032967032967
identity_hate,0.8,0.5707964601769911
identity_hate,0.825,0.5707865168539326
identity_hate,0.85,0.5701357466063348
identity_hate,0.875,0.5694760820045558
identity_hate,0.9,0.5773672055427251
identity_hate,0.925,0.5835294117647059
identity_hate,0.95,0.5845410628019324
