label,threshold,f1
toxic,0.05,0.7457221081451061
toxic,0.075,0.7609652985731901
toxic,0.1,0.7722701149425287
toxic,0.125,0.781529476181785
toxic,0.15,0.7857800699944741
toxic,0.175,0.7885650640430666
toxic,0.2,0.7943103125584877
toxic,0.225,0.7961639714178262
toxic,0.25,0.7992438563327032
toxic,0.275,0.8009109888024293
toxic,0.3,0.803813155386082
toxic,0.325,0.8046021093000959
toxic,0.35,0.8048639258830341
toxic,0.375,0.8066705448904402
toxic,0.4,0.8087920638008169
toxic,0.425,0.8094402184513361
toxic,0.45,0.8121449559255631
toxic,0.475,0.812966601178782
toxic,0.5,0.8133990147783251
toxic,0.525,0.8151227236737926
toxic,0.55,0.8169518503780342
toxic,0.575,0.8181454836131095
toxic,0.6,0.8190934616927397
toxic,0.625,0.8197381671701913
toxic,0.65,0.8210313447927199
toxic,0.675,0.8219512195121951
toxic,0.7,0.8239134870434606
toxic,0.725,0.8254620123203286
toxic,0.75,0.826221397649969
toxic,0.775,0.8271425606972401
toxic,0.8,0.8284221525600836
toxic,0.825,0.8302443133951137
toxic,0.85,0.833616298811545
toxic,0.875,0.8345108113894241
toxic,0.9,0.835601641823288
toxic,0.925,0.8340276255207192
toxic,0.95,0.8356807511737089
severe_toxic,0.05,0.3549124143183549
severe_toxic,0.075,0.3777596075224857
severe_toxic,0.1,0.3924914675767918
severe_toxic,0.125,0.40492957746478875
severe_toxic,0.15,0.409009009009009
severe_toxic,0.175,0.4162062615101289
severe_toxic,0.2,0.4216417910447761
severe_toxic,0.225,0.4265402843601896
severe_toxic,0.25,0.42994241842610365
severe_toxic,0.275,0.435546875
severe_toxic,0.3,0.43873517786561267
severe_toxic,0.325,0.44511581067472306
severe_toxic,0.35,0.4514811031664964
severe_toxic,0.375,0.45708376421923474
severe_toxic,0.4,0.4642857142857143
severe_toxic,0.425,0.4695837780149413
severe_toxic,0.45,0.4703344120819849
severe_toxic,0.475,0.4726477024070022
severe_toxic,0.5,0.4756637168141593
severe_toxic,0.525,0.47767857142857145
severe_toxic,0.55,0.47737556561085975
severe_toxic,0.575,0.4817351598173516
severe_toxic,0.6,0.4810126582278481
severe_toxic,0.625,0.48364485981308414
severe_toxic,0.65,0.48994082840236686
severe_toxic,0.675,0.4897959183673469
severe_toxic,0.7,0.4951219512195122
severe_toxic,0.725,0.4987714987714988
severe_toxic,0.75,0.5018541409147095
severe_toxic,0.775,0.506900878293601
severe_toxic,0.8,0.508301404853129
severe_toxic,0.825,0.5103626943005182
severe_toxic,0.85,0.5111989459815547
severe_toxic,0.875,0.5140562248995983
severe_toxic,0.9,0.5187239944521498
severe_toxic,0.925,0.524300441826215
severe_toxic,0.95,0.525984251968504
obscene,0.05,0.7189695550351288
obscene,0.075,0.7346938775510204
obscene,0.1,0.7406278573605608
obscene,0.125,0.7472187886279357
obscene,0.15,0.7539038101186758
obscene,0.175,0.7596850393700787
obscene,0.2,0.7646872022864402
