label,threshold,f1
toxic,0.05,0.764903591013621
toxic,0.075,0.7793103448275862
toxic,0.1,0.7837290631327075
toxic,0.125,0.789953488372093
toxic,0.15,0.7944434015393279
toxic,0.175,0.7962228517469311
toxic,0.2,0.7994682871249525
toxic,0.225,0.7996953541507997
toxic,0.25,0.8018362662586075
toxic,0.275,0.8012302960399846
toxic,0.3,0.8025526977373816
toxic,0.325,0.8034951456310679
toxic,0.35,0.8028855527393254
toxic,0.375,0.8047012732615083
toxic,0.4,0.8057412504915454
toxic,0.425,0.8075859344132754
toxic,0.45,0.8079286422200198
toxic,0.475,0.8085191082802548
toxic,0.5,0.8085531574740208
toxic,0.525,0.8108324974924774
toxic,0.55,0.8110932475884244
toxic,0.575,0.8131425115904052
toxic,0.6,0.8153098420413123
toxic,0.625,0.8179043743641913
toxic,0.65,0.8204498977505112
toxic,0.675,0.8213333333333334
toxic,0.7,0.8238448844884488
toxic,0.725,0.8235050693151251
toxic,0.75,0.825
toxic,0.775,0.8259228187919463
toxic,0.8,0.8271214992630027
toxic,0.825,0.8281117696867062
toxic,0.85,0.8282483464902923
toxic,0.875,0.8290378006872853
toxic,0.9,0.8319965315412964
toxic,0.925,0.8338448049101271
toxic,0.95,0.8324034813657666
severe_toxic,0.05,0.35932721712538224
severe_toxic,0.075,0.378158109209454
severe_toxic,0.1,0.3871513102282333
severe_toxic,0.125,0.400352733686067
severe_toxic,0.15,0.40974729241877256
severe_toxic,0.175,0.4151992585727525
severe_toxic,0.2,0.42344045368620037
severe_toxic,0.225,0.43091787439613527
severe_toxic,0.25,0.4361493123772102
severe_toxic,0.275,0.4408817635270541
severe_toxic,0.3,0.44693877551020406
severe_toxic,0.325,0.45435684647302904
severe_toxic,0.35,0.46008403361344535
severe_toxic,0.375,0.46645367412140576
severe_toxic,0.4,0.4714747039827772
severe_toxic,0.425,0.4743169398907104
severe_toxic,0.45,0.4768211920529801
severe_toxic,0.475,0.48758465011286684
severe_toxic,0.5,0.4936854190585534
severe_toxic,0.525,0.49477351916376305
severe_toxic,0.55,0.4982373678025852
severe_toxic,0.575,0.5017835909631391
severe_toxic,0.6,0.5024038461538461
severe_toxic,0.625,0.5054413542926239
severe_toxic,0.65,0.5043050430504306
severe_toxic,0.675,0.5050251256281407
severe_toxic,0.7,0.5063613231552163
severe_toxic,0.725,0.5025906735751295
severe_toxic,0.75,0.5039370078740157
severe_toxic,0.775,0.5093333333333333
severe_toxic,0.8,0.5115020297699594
severe_toxic,0.825,0.512396694214876
severe_toxic,0.85,0.5119549929676512
severe_toxic,0.875,0.5193687230989957
severe_toxic,0.9,0.5228951255539144
severe_toxic,0.925,0.5296803652968036
severe_toxic,0.95,0.5241157556270096
obscene,0.05,0.7335536197056173
obscene,0.075,0.7454823889739663
obscene,0.1,0.7550702028081123
obscene,0.125,0.7607942010715412
obscene,0.15,0.7649301143583227
obscene,0.175,0.7718960538979788
obscene,0.2,0.7743391360412637
obscene,0.225,0.7780661907852044
obscene,0.25,0.781474233529028
obscene,0.275,0.783322390019698
obscene,0.3,0.7850775833608452
obscene,0.325,0.7866136514247847
obscene,0.35,0.7902634211403802
obscene,0.375,0.7931726907630522
obscene,0.4,0.7963648603163918
obscene,0.425,0.797972972972973
obscene,0.45,0.800949474398101
obscene,0.475,0.8023137121469888
obscene,0.5,0.8040955631399317
obscene,0.525,0.8063078505313679
obscene,0.55,0.8096551724137931
obscene,0.575,0.811373092926491
obscene,0.6,0.8126740947075209
obscene,0.625,0.8124345092560251
obscene,0.65,0.8153089887640449
obscene,0.675,0.8177652449770885
obscene,0.7,0.8182461103253182
obscene,0.725,0.8220640569395018
obscene,0.75,0.8230659025787965
obscene,0.775,0.8213256484149856
obscene,0.8,0.8239130434782609
obscene,0.825,0.8268809349890431
obscene,0.85,0.8282456785582935
obscene,0.875,0.8293224731580896
obscene,0.9,0.835652500940203
obscene,0.925,0.8351063829787234
obscene,0.95,0.8366317423360496
threat,0.05,0.40372670807453415
threat,0.075,0.4830188679245283
threat,0.1,0.5039370078740157
threat,0.125,0.5206611570247934
threat,0.15,0.5431034482758621
threat,0.175,0.5550660792951542
threat,0.2,0.5625
threat,0.225,0.5675675675675675
threat,0.25,0.5753424657534246
threat,0.275,0.5779816513761468
threat,0.3,0.5806451612903226
threat,0.325,0.5887850467289719
threat,0.35,0.5915492957746479
threat,0.375,0.6
threat,0.4,0.6028708133971292
threat,0.425,0.6176470588235294
threat,0.45,0.6176470588235294
threat,0.475,0.6206896551724138
threat,0.5,0.6206896551724138
threat,0.525,0.6237623762376238
threat,0.55,0.63
threat,0.575,0.63
threat,0.6,0.6395939086294417
threat,0.625,0.6358974358974359
threat,0.65,0.6391752577319587
threat,0.675,0.6424870466321243
threat,0.7,0.6424870466321243
threat,0.725,0.6424870466321243
threat,0.75,0.6354166666666666
threat,0.775,0.6203208556149733
threat,0.8,0.6338797814207651
threat,0.825,0.6408839779005525
threat,0.85,0.6444444444444445
threat,0.875,0.6404494382022472
threat,0.9,0.6514285714285715
threat,0.925,0.6549707602339181
threat,0.95,0.6707317073170732
insult,0.05,0.6544395924308588
insult,0.075,0.6692653673163418
insult,0.1,0.6799509503372164
insult,0.125,0.686837180286962
insult,0.15,0.6955696202531646
insult,0.175,0.7016645326504481
insult,0.2,0.7063774684363872
insult,0.225,0.7092985318107667
insult,0.25,0.7116524028966426
insult,0.275,0.7142383006969798
insult,0.3,0.7149078726968174
insult,0.325,0.7151025899764547
insult,0.35,0.717619208657423
insult,0.375,0.7200272479564033
insult,0.4,0.7214799588900308
insult,0.425,0.724577731816615
insult,0.45,0.7281553398058253
insult,0.475,0.7324729682595047
insult,0.5,0.7342927342927343
insult,0.525,0.7363957597173145
insult,0.55,0.7376641817536386
insult,0.575,0.7390217779364513
insult,0.6,0.7428982380438691
insult,0.625,0.7435804701627486
insult,0.65,0.7461818181818182
insult,0.675,0.747985347985348
insult,0.7,0.749538915529325
insult,0.725,0.7537091988130564
insult,0.75,0.7529850746268657
insult,0.775,0.7539384846211553
insult,0.8,0.7574725690503216
insult,0.825,0.7587786259541984
insult,0.85,0.7607692307692308
insult,0.875,0.7607170693686672
insult,0.9,0.7606299212598425
insult,0.925,0.7576
insult,0.95,0.7605749486652977
identity_hate,0.05,0.3570057581573896
identity_hate,0.075,0.39779005524861877
identity_hate,0.1,0.4254278728606357
identity_hate,0.125,0.4401041666666667
identity_hate,0.15,0.45231607629427795
identity_hate,0.175,0.4667609618104668
identity_hate,0.2,0.4745269286754003
identity_hate,0.225,0.4784546805349183
identity_hate,0.25,0.4842105263157895
identity_hate,0.275,0.49230769230769234
identity_hate,0.3,0.49843260188087773
identity_hate,0.325,0.5047923322683706
identity_hate,0.35,0.5098039215686274
identity_hate,0.375,0.5133333333333333
identity_hate,0.4,0.5211505922165821
identity_hate,0.425,0.5204081632653061
identity_hate,0.45,0.5230769230769231
identity_hate,0.475,0.5294117647058824
identity_hate,0.5,0.5387323943661971
identity_hate,0.525,0.5390070921985816
identity_hate,0.55,0.546112115732369
identity_hate,0.575,0.5531135531135531
identity_hate,0.6,0.5571955719557196
identity_hate,0.625,0.5539033457249071
identity_hate,0.65,0.5499058380414312
identity_hate,0.675,0.5502846299810247
identity_hate,0.7,0.5523809523809524
identity_hate,0.725,0.558766859344894
identity_hate,0.75,0.562015503875969
identity_hate,0.775,0.550098231827112
identity_hate,0.8,0.5566600397614314
identity_hate,0.825,0.5604838709677419
identity_hate,0.85,0.563265306122449
identity_hate,0.875,0.5649484536082474
identity_hate,0.9,0.5696465696465697
identity_hate,0.925,0.5775862068965517
identity_hate,0.95,0.588495575221239
