label,threshold,f1
toxic,0.05,0.7969924812030075
toxic,0.075,0.8118426178418388
toxic,0.1,0.8184529727580035
toxic,0.125,0.8218957536727712
toxic,0.15,0.8233861144945189
toxic,0.175,0.8271630190222949
toxic,0.2,0.8276569552728765
toxic,0.225,0.8287657119307644
toxic,0.25,0.8289555325749741
toxic,0.275,0.8300165837479271
toxic,0.3,0.8305965495738932
toxic,0.325,0.8314934388669027
toxic,0.35,0.8320467348216148
toxic,0.375,0.8323240760075172
toxic,0.4,0.8324958123953099
toxic,0.425,0.8327745180217938
toxic,0.45,0.8323893434025592
toxic,0.475,0.8327387198321091
toxic,0.5,0.832807570977918
toxic,0.525,0.8336141533277169
toxic,0.55,0.83354403708386
toxic,0.575,0.8332629801604052
toxic,0.6,0.8344958782498415
toxic,0.625,0.8345323741007195
toxic,0.65,0.8357006571973712
toxic,0.675,0.8356309650053022
toxic,0.7,0.8361317747077577
toxic,0.725,0.8364565587734242
toxic,0.75,0.8364954167554892
toxic,0.775,0.8366431774503523
toxic,0.8,0.8361847733105218
toxic,0.825,0.8357632933104632
toxic,0.85,0.8375994837599484
toxic,0.875,0.8397408207343412
toxic,0.9,0.8403215294373235
toxic,0.925,0.8409538394224458
toxic,0.95,0.84023930866386
severe_toxic,0.05,0.36491777603758807
severe_toxic,0.075,0.383515559293524
severe_toxic,0.1,0.407871198568873
severe_toxic,0.125,0.4256120527306968
severe_toxic,0.15,0.43529411764705883
severe_toxic,0.175,0.4483111566018424
severe_toxic,0.2,0.4584221748400853
severe_toxic,0.225,0.46593406593406594
severe_toxic,0.25,0.4699205448354143
severe_toxic,0.275,0.47785547785547783
severe_toxic,0.3,0.4849939975990396
severe_toxic,0.325,0.48894348894348894
severe_toxic,0.35,0.493116395494368
severe_toxic,0.375,0.4967824967824968
severe_toxic,0.4,0.5019710906701709
severe_toxic,0.425,0.5114401076716016
severe_toxic,0.45,0.5144429160935351
severe_toxic,0.475,0.509090909090909
severe_toxic,0.5,0.5156695156695157
severe_toxic,0.525,0.5114942528735632
severe_toxic,0.55,0.5102040816326531
severe_toxic,0.575,0.5103244837758112
severe_toxic,0.6,0.5075075075075075
severe_toxic,0.625,0.5075987841945289
severe_toxic,0.65,0.5069551777434312
severe_toxic,0.675,0.509375
severe_toxic,0.7,0.5158227848101266
severe_toxic,0.725,0.5192307692307693
severe_toxic,0.75,0.5210355987055016
severe_toxic,0.775,0.5203252032520326
severe_toxic,0.8,0.5247524752475248
severe_toxic,0.825,0.5210084033613446
severe_toxic,0.85,0.5281090289608177
severe_toxic,0.875,0.5200698080279232
severe_toxic,0.9,0.5186500888099467
severe_toxic,0.925,0.5183823529411765
severe_toxic,0.95,0.5151515151515151
obscene,0.05,0.7701112877583466
obscene,0.075,0.7868103166829905
obscene,0.1,0.7935249421869838
obscene,0.125,0.7987987987987988
obscene,0.15,0.8033670033670034
obscene,0.175,0.8088285229202037
obscene,0.2,0.8087431693989071
obscene,0.225,0.809719370294319
obscene,0.25,0.8105878308697146
obscene,0.275,0.813126079447323
obscene,0.3,0.8147120055517002
obscene,0.325,0.8157162726008345
obscene,0.35,0.8191675410982862
obscene,0.375,0.8199368199368199
obscene,0.4,0.8212900951709552
obscene,0.425,0.822529224229543
obscene,0.45,0.822861199858005
obscene,0.475,0.8237807048771805
obscene,0.5,0.8254649499284692
obscene,0.525,0.8252148997134671
obscene,0.55,0.8261494252873564
obscene,0.575,0.8276856524873828
obscene,0.6,0.829232995658466
obscene,0.625,0.8321805606115763
obscene,0.65,0.8338809784592918
obscene,0.675,0.8336996336996337
obscene,0.7,0.8342521131936788
obscene,0.725,0.834070796460177
obscene,0.75,0.8361080281169071
obscene,0.775,0.836552748885587
obscene,0.8,0.835820895522388
obscene,0.825,0.8366503942921517
obscene,0.85,0.8352896630064369
obscene,0.875,0.835047619047619
obscene,0.9,0.8370484242890085
obscene,0.925,0.8375339278790229
obscene,0.95,0.8413197172034564
threat,0.05,0.402555910543131
threat,0.075,0.45323741007194246
threat,0.1,0.4901185770750988
threat,0.125,0.5020576131687243
threat,0.15,0.5263157894736842
threat,0.175,0.5357142857142857
threat,0.2,0.5429864253393665
threat,0.225,0.5454545454545454
threat,0.25,0.5555555555555556
threat,0.275,0.5660377358490566
threat,0.3,0.5714285714285714
threat,0.325,0.5700483091787439
threat,0.35,0.5728155339805825
threat,0.375,0.5784313725490197
threat,0.4,0.5812807881773399
threat,0.425,0.57
threat,0.45,0.5786802030456852
threat,0.475,0.5846153846153846
threat,0.5,0.5906735751295337
threat,0.525,0.59375
threat,0.55,0.6
threat,0.575,0.6063829787234043
threat,0.6,0.6129032258064516
threat,0.625,0.6129032258064516
threat,0.65,0.6129032258064516
threat,0.675,0.6195652173913043
threat,0.7,0.6195652173913043
threat,0.725,0.6077348066298343
threat,0.75,0.6179775280898876
threat,0.775,0.6101694915254238
threat,0.8,0.6136363636363636
threat,0.825,0.6136363636363636
threat,0.85,0.6171428571428571
threat,0.875,0.6127167630057804
threat,0.9,0.6162790697674418
threat,0.925,0.6190476190476191
threat,0.95,0.6303030303030303
insult,0.05,0.6643026004728132
insult,0.075,0.680259499536608
insult,0.1,0.6935638808837656
insult,0.125,0.7056105610561056
insult,0.15,0.7155901251268177
insult,0.175,0.7200274819649605
insult,0.2,0.7234782608695652
insult,0.225,0.7221636810677906
insult,0.25,0.7228318584070796
insult,0.275,0.7265597147950089
insult,0.3,0.7291666666666666
insult,0.325,0.7334538878842677
insult,0.35,0.7356154406409323
insult,0.375,0.7384615384615385
insult,0.4,0.7406042741341193
insult,0.425,0.7437037037037038
insult,0.45,0.7454342154304883
insult,0.475,0.7466367713004485
insult,0.5,0.7471867966991748
insult,0.525,0.7466165413533835
insult,0.55,0.7459418648546622
insult,0.575,0.7473524962178517
insult,0.6,0.7473444613050075
insult,0.625,0.7479984750285932
insult,0.65,0.7478991596638656
insult,0.675,0.7481793790724416
insult,0.7,0.7487495190457868
insult,0.725,0.7482625482625482
insult,0.75,0.7501939487975174
insult,0.775,0.7505845674201091
insult,0.8,0.7520564042303173
insult,0.825,0.7520693732755223
insult,0.85,0.752286282306163
insult,0.875,0.7539140907266159
insult,0.9,0.7523383489223261
insult,0.925,0.7519539284245167
insult,0.95,0.7540983606557377
identity_hate,0.05,0.3708873379860419
identity_hate,0.075,0.3947078280044101
identity_hate,0.1,0.4121071012805588
identity_hate,0.125,0.43631778058007564
identity_hate,0.15,0.4447334200260078
identity_hate,0.175,0.47368421052631576
identity_hate,0.2,0.5029940119760479
identity_hate,0.225,0.526148969889065
identity_hate,0.25,0.5412541254125413
identity_hate,0.275,0.5512605042016807
identity_hate,0.3,0.5616438356164384
identity_hate,0.325,0.5545927209705372
identity_hate,0.35,0.5531914893617021
identity_hate,0.375,0.5575539568345323
identity_hate,0.4,0.5626134301270418
identity_hate,0.425,0.5625
identity_hate,0.45,0.5602968460111317
identity_hate,0.475,0.5617977528089888
identity_hate,0.5,0.5676190476190476
identity_hate,0.525,0.5626204238921002
identity_hate,0.55,0.5642023346303502
identity_hate,0.575,0.5691699604743083
identity_hate,0.6,0.5708582834331337
identity_hate,0.625,0.5742971887550201
identity_hate,0.65,0.5789473684210527
identity_hate,0.675,0.5843621399176955
identity_hate,0.7,0.5803757828810021
identity_hate,0.725,0.5822784810126582
identity_hate,0.75,0.5859872611464968
identity_hate,0.775,0.5867237687366167
identity_hate,0.8,0.5849462365591398
identity_hate,0.825,0.5856832971800434
identity_hate,0.85,0.5908096280087527
identity_hate,0.875,0.5942350332594235
identity_hate,0.9,0.5842696629213483
identity_hate,0.925,0.591743119266055
identity_hate,0.95,0.6009389671361502
